0.01,1.00004732
0.0117681195,1.00004629
0.0138488637,1.00004486
0.0162975083,1.00004289
0.0191791026,1.00004015
0.0225701972,1.00003636
0.0265608778,1.0000311
0.0312571585,1.00002383
0.0367837977,1.00001376
0.0432876128,0.999999814
0.0509413801,0.999980502
0.059948425,0.999953759
0.0705480231,0.999916729
0.0830217568,0.999865457
0.0977009957,0.999794473
0.1149757,0.999696206
0.135304777,0.999560194
0.159228279,0.999371978
0.187381742,0.999111598
0.220513074,0.998751534
0.259502421,0.998253901
0.305385551,0.997566676
0.359381366,0.996618645
0.422924287,0.99531276
0.497702356,0.99351758
0.585702082,0.991056592
0.68926121,0.987695522
0.811130831,0.983128443
0.954548457,0.976964684
1.12332403,0.968720545
1.32194115,0.957822318
1.55567614,0.943629498
1.83073828,0.925487356
2.15443469,0.902813432
2.53536449,0.875210858
2.98364724,0.842584835
3.51119173,0.805225519
4.1320124,0.763822711
4.86260158,0.719399015
5.72236766,0.673178708
6.73415066,0.626431265
7.92482898,0.580330564
9.32603347,0.535856463
10.9749877,0.493746282
12.9154967,0.45448923
15.1991108,0.418350215
17.8864953,0.385409262
21.0490414,0.355605707
24.7707636,0.328780206
29.1505306,0.304710876
34.3046929,0.283142227
40.3701726,0.263807011
47.5081016,0.246441765
55.9081018,0.230797219
65.7933225,0.216644536
77.4263683,0.203778908
91.1162756,0.192020548
107.226722,0.181214181
126.185688,0.171228042
148.496826,0.161951654
174.75284,0.153293442
205.651231,0.145178528
242.012826,0.137545974
284.803587,0.130346618
335.160265,0.123540888
394.420606,0.117096696
464.158883,0.11098804
546.227722,0.105193278
642.807312,0.0996942499
756.463328,0.0944751779
890.215085,0.0895220187
1047.61575,0.0848220057
1232.84674,0.0803631654
1450.82878,0.0761342373
1707.35265,0.0721243225
2009.233,0.0683230333
2364.48941,0.0647202207
2782.5594,0.0613061589
3274.54916,0.0580713842
3853.52859,0.0550068526
4534.87851,0.0521038164
5336.69923,0.0493539522
6280.29144,0.046749265
7390.72203,0.044282165
8697.49003,0.0419454183
10235.3102,0.039732142
12045.0354,0.0376358362
14174.7416,0.0356502953
16681.0054,0.0337696847
19630.4065,0.0319884328
23101.297,0.0303013017
27185.8824,0.028703303
31992.6714,0.0271897243
37649.3581,0.0257561104
44306.2146,0.024398221
52140.0829,0.0231120699
61359.0727,0.0218938521
72208.0902,0.0207399892
84975.3436,0.0196470744
100000,0.0186118877
